house,total_area,built_area,bedrooms,bathrooms,zone_east,zone_north,zone_northeast,zone_rural east,zone_rural west,zone_south,zone_southeast,zone_west
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,128.0,107.0,3,2,0,1,0,0,0,0,0,0
1,155.0,135.0,3,3,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,62.0,62.0,1,1,0,0,1,0,0,0,0,0
0,58.0,58.0,3,1,0,1,0,0,0,0,0,0
0,45.0,45.0,3,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,160.0,117.0,3,3,0,0,0,0,0,1,0,0
0,36.0,36.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,4,0,0,1,0,0,0,0,0
1,2350.0,220.0,5,4,0,0,0,1,0,0,0,0
0,112.0,112.0,3,2,0,0,1,0,0,0,0,0
0,39.0,39.0,1,1,0,0,0,0,0,0,0,1
1,238.0,73.0,3,1,0,0,0,0,1,0,0,0
1,185.0,129.0,3,2,0,0,0,0,0,0,0,1
0,88.0,88.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,131.0,123.0,5,3,0,0,0,0,0,1,0,0
0,68.0,68.0,2,2,0,0,0,0,0,1,0,0
1,230.0,108.0,3,2,0,0,0,0,0,0,1,0
1,1000.0,340.0,3,5,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,78.0,78.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,589.0,114.0,4,2,0,0,0,0,0,0,1,0
1,1835.0,144.0,3,2,0,0,0,0,0,1,0,0
1,150.0,67.0,3,1,0,0,1,0,0,0,0,0
0,45.0,45.0,1,1,0,0,0,0,0,0,0,0
1,140.0,68.0,3,1,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
1,192.0,88.0,3,2,0,0,0,0,0,0,1,0
1,285.0,280.0,3,3,0,0,0,0,0,1,0,0
0,80.0,80.0,3,2,0,0,0,0,0,0,0,0
1,170.0,180.0,5,3,0,0,0,0,0,0,1,0
0,36.0,36.0,1,1,0,0,0,0,0,0,0,0
1,5000.0,300.0,5,4,0,0,0,0,1,0,0,0
1,282.0,140.0,3,2,0,0,1,0,0,0,0,0
1,156.0,120.0,4,3,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
1,75.0,66.0,2,1,0,1,0,0,0,0,0,0
1,80.0,60.0,2,2,0,0,0,0,0,1,0,0
1,746.0,418.0,6,5,0,0,0,1,0,0,0,0
1,350.0,150.0,4,4,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,38.0,38.0,1,1,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,5600.0,220.0,3,3,0,0,0,0,1,0,0,0
0,170.0,170.0,3,3,0,0,1,0,0,0,0,0
1,127.0,67.0,1,1,0,0,0,0,1,0,0,0
0,170.0,170.0,4,3,0,0,1,0,0,0,0,0
0,58.0,58.0,2,1,0,0,0,0,0,0,0,1
0,101.0,101.0,2,2,0,0,1,0,0,0,0,0
0,117.1,117.1,4,3,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,68.0,68.0,2,2,0,0,0,0,0,0,1,0
0,40.0,40.0,2,1,0,1,0,0,0,0,0,0
1,665.0,220.0,5,5,1,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
1,5000.0,227.0,3,2,0,0,0,1,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,254.0,155.0,4,3,1,0,0,0,0,0,0,0
0,475.0,475.0,6,7,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,20000.0,560.0,6,6,0,0,0,1,0,0,0,0
1,110.0,65.0,3,1,0,0,0,0,0,0,1,0
0,300.0,300.0,4,2,0,0,1,0,0,0,0,0
0,64.0,64.0,4,2,0,0,1,0,0,0,0,0
1,258.0,210.0,5,4,0,0,1,0,0,0,0,0
1,330.0,100.0,3,3,0,0,0,1,0,0,0,0
0,54.0,54.0,3,1,0,0,0,0,0,0,0,1
1,367.0,211.0,4,3,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,52.92,52.92,2,1,1,0,0,0,0,0,0,0
1,85.0,170.0,5,3,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,82.0,82.0,3,2,0,0,0,0,0,0,0,0
1,5000.0,374.0,6,5,0,0,0,0,1,0,0,0
0,65.0,65.0,2,2,0,0,1,0,0,0,0,0
0,46.0,46.0,2,1,0,0,0,0,0,0,0,1
1,80.0,60.0,3,2,0,0,0,0,1,0,0,0
1,400.0,215.0,4,2,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,45.0,45.0,2,1,0,0,0,0,0,1,0,0
0,115.0,115.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,108.0,100.0,4,2,0,0,0,0,0,0,0,0
1,704.0,278.0,4,4,0,0,0,1,0,0,0,0
0,42.0,42.0,2,1,0,1,0,0,0,0,0,0
1,350.0,140.0,3,3,0,0,0,0,1,0,0,0
0,43.14,43.14,2,1,1,0,0,0,0,0,0,0
0,97.0,97.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,1,0,0,0,0,0,0
1,582.0,223.0,5,4,0,0,0,1,0,0,0,0
1,274.0,115.0,3,2,0,0,1,0,0,0,0,0
1,250.0,64.0,3,1,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,58.0,58.0,2,1,0,0,0,0,0,0,0,1
0,230.0,230.0,4,3,0,0,1,0,0,0,0,0
1,84.0,60.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,360.0,140.0,3,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,1,0,0,0,0,0,0
1,166.0,136.0,3,3,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,48.0,48.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,1,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,91.3,91.3,3,2,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,4,3,0,0,1,0,0,0,0,0
1,96.0,96.0,3,2,1,0,0,0,0,0,0,0
1,296.0,124.0,4,3,1,0,0,0,0,0,0,0
0,50.0,50.0,1,1,1,0,0,0,0,0,0,0
1,4400.0,255.0,3,4,0,0,0,1,0,0,0,0
0,57.0,57.0,3,1,0,0,0,0,0,0,0,1
0,28.0,28.0,1,1,0,0,1,0,0,0,0,0
0,127.0,127.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
1,120.0,125.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,112.0,112.0,2,2,0,0,1,0,0,0,0,0
0,50.0,50.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,1,0,1,0,0,0,0,0,0
1,600.0,180.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,320.0,106.0,4,3,1,0,0,0,0,0,0,0
1,156.0,156.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,73.0,73.0,3,2,0,0,0,0,0,1,0,0
0,54.0,54.0,2,2,0,1,0,0,0,0,0,0
0,60.0,60.0,2,2,0,0,0,0,0,0,0,0
0,57.0,57.0,2,1,0,0,0,0,0,0,0,1
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,43.0,43.0,3,1,0,0,0,0,0,1,0,0
1,69.0,101.0,4,2,0,0,0,0,0,0,1,0
1,128.0,50.0,3,1,0,0,0,0,0,0,0,0
0,59.0,59.0,2,2,0,1,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,3,0,0,0,1,0,0,0,0
0,66.0,66.0,3,2,0,0,0,0,0,1,0,0
1,123.0,109.0,3,2,0,0,0,0,0,0,0,1
0,128.0,128.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,45.0,45.0,2,1,0,0,0,1,0,0,0,0
0,90.0,90.0,2,2,1,0,0,0,0,0,0,0
0,68.47,68.47,2,2,0,0,0,0,0,1,0,0
1,62.0,62.0,2,2,1,0,0,0,0,0,0,0
0,51.0,51.0,2,2,0,0,0,0,0,0,1,0
0,180.0,180.0,4,4,0,0,0,1,0,0,0,0
0,74.0,74.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,120.0,120.0,2,3,0,0,1,0,0,0,0,0
1,112.0,92.0,4,3,0,0,0,0,0,1,0,0
0,52.0,52.0,2,2,0,0,0,0,0,0,0,0
1,14900.0,440.0,6,7,0,0,0,0,1,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,51.0,51.0,3,1,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,5070.0,400.0,7,4,0,0,0,0,1,0,0,0
1,100.0,80.0,3,1,0,0,0,0,0,1,0,0
1,90.0,61.0,4,1,0,0,0,0,0,0,1,0
1,1330.0,370.0,4,5,0,0,0,1,0,0,0,0
0,300.0,300.0,3,4,0,0,0,1,0,0,0,0
1,170.0,65.0,2,1,0,0,0,0,1,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,89.0,89.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,2900.0,252.0,4,2,0,0,0,0,1,0,0,0
1,150.0,80.0,4,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,210.0,160.0,3,2,0,0,0,0,0,0,0,1
1,80.0,60.0,2,1,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,50.13,50.13,1,1,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
1,117.0,86.0,4,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
1,162.0,78.0,3,1,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
1,150.0,85.0,3,2,0,0,0,0,0,0,1,0
1,115.0,83.0,3,3,0,1,0,0,0,0,0,0
1,57.0,78.0,3,3,1,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
1,88.0,100.0,4,1,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,313.0,189.0,7,3,0,1,0,0,0,0,0,0
0,145.0,145.0,4,3,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,35.0,35.0,1,1,0,0,0,0,0,0,0,0
1,122.0,74.0,3,3,0,0,0,0,0,0,1,0
1,262.0,115.0,5,3,1,0,0,0,0,0,0,0
1,220.0,110.0,3,2,0,0,0,0,0,0,1,0
1,5005.0,150.0,4,3,0,0,0,0,1,0,0,0
1,162.0,57.0,2,1,0,0,0,0,0,0,1,0
0,57.0,57.0,2,2,0,0,0,0,0,1,0,0
1,714.0,183.0,5,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,66.0,66.0,3,2,0,0,0,0,0,1,0,0
1,423.0,158.0,5,4,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,310.0,104.0,3,3,0,0,0,0,1,0,0,0
0,140.0,140.0,4,4,0,0,1,0,0,0,0,0
1,348.0,177.0,4,3,0,0,0,0,0,1,0,0
0,35.0,35.0,1,1,0,0,0,0,0,0,0,0
0,60.0,60.0,2,1,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,35000.0,1000.0,6,2,0,0,0,0,1,0,0,0
0,49.0,49.0,2,1,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
1,250.0,150.0,4,3,1,0,0,0,0,0,0,0
0,34.0,34.0,1,1,0,0,0,0,0,0,0,1
1,390.0,238.0,6,5,0,0,1,0,0,0,0,0
1,134.0,149.0,4,2,0,0,0,0,0,0,0,1
1,5400.0,400.0,4,7,0,0,0,1,0,0,0,0
0,350.0,350.0,5,4,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,184.0,140.0,3,3,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,109.0,109.0,3,2,1,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,700.0,233.0,4,4,0,0,0,1,0,0,0,0
1,80.0,77.0,3,1,0,0,0,0,0,1,0,0
1,1100.0,400.0,7,5,1,0,0,0,0,0,0,0
0,64.0,64.0,3,1,0,1,0,0,0,0,0,0
1,5916.0,380.0,4,5,0,0,0,0,1,0,0,0
1,760.0,235.0,5,5,0,0,0,1,0,0,0,0
0,50.0,50.0,3,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,185.0,90.0,3,2,1,0,0,0,0,0,0,0
0,48.0,48.0,2,2,0,0,0,0,0,0,0,0
1,100.0,48.0,2,1,0,1,0,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
1,5000.0,260.0,4,3,0,0,0,1,0,0,0,0
1,340.0,120.0,4,2,0,1,0,0,0,0,0,0
1,2813.0,190.0,5,4,1,0,0,0,0,0,0,0
0,70.0,70.0,3,1,1,0,0,0,0,0,0,0
1,1000.0,500.0,7,6,0,0,0,0,0,0,0,1
1,314.0,150.0,4,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,1
1,115.0,48.0,2,1,0,0,0,0,0,0,1,0
1,267.0,204.0,4,4,0,0,1,0,0,0,0,0
0,78.0,78.0,3,2,0,0,0,0,0,0,0,0
0,129.0,129.0,3,2,0,0,0,0,0,0,0,1
0,59.0,59.0,2,2,0,0,0,0,0,0,0,0
1,360.0,136.0,4,3,1,0,0,0,0,0,0,0
0,65.0,65.0,2,2,0,0,0,0,0,0,1,0
0,58.0,58.0,2,2,0,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
0,67.0,67.0,3,2,0,0,0,0,0,0,1,0
1,252.0,134.0,4,2,0,1,0,0,0,0,0,0
0,57.0,57.0,3,1,0,0,0,0,0,0,1,0
1,5000.0,350.0,3,5,0,0,0,0,1,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,120.0,85.0,2,1,1,0,0,0,0,0,0,0
0,50.0,50.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
1,2500.0,200.0,3,3,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,300.0,194.0,6,1,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,73.0,73.0,2,2,0,0,0,0,0,0,0,0
1,464.0,149.0,5,4,0,0,0,1,0,0,0,0
0,50.0,50.0,2,2,1,0,0,0,0,0,0,0
1,500.0,86.0,3,2,0,0,0,0,1,0,0,0
0,64.0,64.0,4,3,0,0,1,0,0,0,0,0
0,60.0,60.0,2,2,1,0,0,0,0,0,0,0
1,235.0,140.0,4,2,0,0,1,0,0,0,0,0
1,189.0,138.0,4,3,0,0,0,0,0,0,0,0
0,43.0,43.0,2,2,0,0,0,0,0,0,0,0
1,128.0,66.0,3,2,0,1,0,0,0,0,0,0
0,58.0,58.0,2,1,0,0,0,0,0,0,0,1
1,700.0,274.0,4,4,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,92.0,92.0,3,2,0,0,0,0,0,1,0,0
0,27.0,27.0,1,1,0,0,0,0,0,0,0,0
1,135.0,55.0,3,1,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,62.0,62.0,3,2,1,0,0,0,0,0,0,0
0,65.0,65.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,112.0,112.0,4,2,1,0,0,0,0,0,0,0
0,103.0,103.0,4,3,0,0,1,0,0,0,0,0
0,55.0,55.0,2,2,0,0,0,0,0,0,1,0
1,124.0,93.0,3,3,0,0,0,0,0,0,0,1
0,64.0,64.0,2,3,0,0,1,0,0,0,0,0
0,50.0,50.0,3,1,0,1,0,0,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,25.0,25.0,3,2,0,0,1,0,0,0,0,0
0,60.0,60.0,3,2,0,0,0,0,0,0,1,0
0,63.0,63.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,88.0,70.0,4,2,0,0,0,0,0,1,0,0
1,145.0,78.2,3,3,0,0,0,0,1,0,0,0
0,75.0,75.0,3,2,1,0,0,0,0,0,0,0
0,53.0,53.0,2,2,0,0,0,0,0,1,0,0
0,49.0,49.0,2,2,0,0,0,0,0,0,1,0
0,118.4,118.4,4,3,0,0,0,1,0,0,0,0
1,320.0,240.0,5,4,0,0,1,0,0,0,0,0
1,135.0,92.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,36.0,36.0,1,1,0,1,0,0,0,0,0,0
1,370.0,140.0,3,3,0,0,1,0,0,0,0,0
1,380.0,200.0,3,2,0,0,0,0,0,0,1,0
0,52.0,52.0,2,2,0,0,0,0,0,0,0,0
1,5000.0,420.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,126.0,57.0,3,1,0,0,0,0,0,0,1,0
1,111.0,69.0,3,1,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,250.0,140.0,5,3,0,1,0,0,0,0,0,0
1,200.0,60.0,2,2,0,0,0,0,0,1,0,0
0,47.5,47.5,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,497.0,168.0,4,3,0,0,0,1,0,0,0,0
1,447.2,306.64,4,4,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
1,115.0,64.0,3,2,0,0,0,0,0,0,1,0
1,256.0,200.0,4,4,1,0,0,0,0,0,0,0
0,60.0,60.0,2,2,1,0,0,0,0,0,0,0
1,298.0,125.0,2,2,0,0,1,0,0,0,0,0
1,5000.0,100.0,2,1,0,0,0,0,1,0,0,0
0,51.0,51.0,3,1,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,45.0,45.0,3,1,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
0,33.0,33.0,2,1,0,0,0,0,0,0,0,0
1,5787.0,310.0,9,6,0,0,0,1,0,0,0,0
1,880.0,227.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
1,117.0,64.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,3,1,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,135.0,135.0,4,3,0,0,1,0,0,0,0,0
1,5000.0,82.0,3,2,0,0,0,0,1,0,0,0
1,208.0,140.0,6,6,1,0,0,0,0,0,0,0
0,88.0,88.0,3,2,0,0,0,0,0,0,0,0
1,327.0,137.0,4,3,0,0,0,0,0,0,0,0
1,450.0,230.0,7,4,0,0,1,0,0,0,0,0
1,449.0,80.0,3,1,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
1,127.0,104.0,5,2,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
1,141.0,127.0,3,2,0,0,0,0,0,1,0,0
1,160.0,110.0,3,2,0,0,0,0,0,0,0,1
0,135.0,135.0,3,2,0,0,0,0,0,0,0,0
1,5600.0,380.0,6,6,0,0,0,0,1,0,0,0
1,300.0,95.0,2,1,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,40.0,40.0,2,1,0,0,0,0,0,0,0,0
0,55.0,55.0,2,2,0,0,0,0,0,1,0,0
1,493.0,200.0,5,4,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,83.0,83.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,53.0,53.0,2,1,0,1,0,0,0,0,0,0
0,84.0,84.0,3,1,1,0,0,0,0,0,0,0
1,200.0,160.0,3,3,0,1,0,0,0,0,0,0
0,42.0,42.0,2,1,0,0,0,0,0,0,0,0
0,44.0,44.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,180.0,100.0,7,1,0,1,0,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,207.0,207.0,3,3,0,0,1,0,0,0,0,0
1,164.0,99.0,4,1,0,0,0,0,0,0,0,1
0,51.0,51.0,2,2,0,0,0,0,0,0,0,0
1,153.0,97.0,3,2,0,0,0,0,0,1,0,0
1,1000.0,200.0,4,4,0,0,0,1,0,0,0,0
0,32.0,32.0,2,1,0,0,0,0,0,0,0,0
1,200.0,120.0,4,2,0,0,0,0,0,0,0,1
1,679.0,187.0,4,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,335.0,209.0,4,4,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,37.0,37.0,1,1,0,0,0,0,0,0,0,0
1,1100.0,450.0,6,5,1,0,0,0,0,0,0,0
1,270.0,190.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,78.0,92.0,3,2,0,0,0,0,0,0,1,0
1,625.0,250.0,5,2,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,60.0,60.0,3,2,0,0,0,0,0,0,0,0
1,17800.0,198.0,4,2,0,0,0,0,1,0,0,0
0,64.0,64.0,1,2,0,0,1,0,0,0,0,0
1,255.0,232.0,5,4,0,0,1,0,0,0,0,0
0,45.0,45.0,2,1,0,0,0,0,0,1,0,0
1,560.0,400.0,4,2,1,0,0,0,0,0,0,0
0,82.0,82.0,3,1,1,0,0,0,0,0,0,0
1,370.0,189.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,138.0,138.0,3,3,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,105.0,105.0,3,2,1,0,0,0,0,0,0,0
1,2000.0,245.0,2,6,0,0,0,0,1,0,0,0
1,130.0,86.0,3,3,0,0,0,0,1,0,0,0
0,120.0,120.0,3,2,1,0,0,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
1,120.0,98.0,4,2,1,0,0,0,0,0,0,0
1,721.0,330.0,8,6,0,0,1,0,0,0,0,0
0,45.0,45.0,2,1,0,1,0,0,0,0,0,0
1,120.0,60.0,3,1,0,0,0,0,0,0,1,0
0,52.0,52.0,2,2,0,0,1,0,0,0,0,0
1,960.0,220.0,4,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,78.0,94.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,500.0,77.0,3,1,0,0,0,0,0,0,1,0
1,1700.0,590.0,9,6,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,780.0,270.0,5,5,0,0,0,1,0,0,0,0
1,622.0,180.0,6,6,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,115.0,84.0,3,2,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,35.0,35.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,5145.0,300.0,8,4,0,0,0,1,0,0,0,0
0,54.0,54.0,3,1,0,0,0,0,0,0,0,0
1,86.0,42.0,2,1,0,0,0,1,0,0,0,0
1,128.0,104.0,5,2,0,0,0,0,0,0,0,1
1,157.0,87.0,3,3,0,0,0,0,0,0,1,0
1,700.0,304.0,3,1,1,0,0,0,0,0,0,0
1,6200.0,450.0,6,5,0,0,0,1,0,0,0,0
0,65.0,65.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,122.0,77.0,4,3,0,0,0,0,0,0,1,0
1,144.0,112.0,4,2,0,0,1,0,0,0,0,0
0,38.0,38.0,2,1,0,0,0,0,0,0,0,0
1,5000.0,170.0,4,2,0,0,0,0,0,0,0,0
1,800.0,130.0,4,3,1,0,0,0,0,0,0,0
1,350.0,170.0,4,3,0,0,1,0,0,0,0,0
1,498.0,300.0,5,4,0,0,0,1,0,0,0,0
1,650.0,200.0,4,3,1,0,0,0,0,0,0,0
1,270.0,120.0,3,2,0,0,1,0,0,0,0,0
