house,total_area,built_area,bedrooms,bathrooms,zone_east,zone_north,zone_northeast,zone_rural east,zone_rural west,zone_south,zone_southeast,zone_west
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,79.0,136.0,2,1,0,0,0,0,0,0,0,1
0,318.0,318.0,3,2,0,0,1,0,0,0,0,0
1,1208.0,413.0,5,5,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,230.0,230.0,4,3,0,0,0,0,0,0,0,0
1,351.0,191.0,4,3,1,0,0,0,0,0,0,0
1,150.0,85.0,1,1,1,0,0,0,0,0,0,0
1,107.0,90.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
0,81.0,81.0,3,2,0,0,0,0,0,1,0,0
1,150.0,150.0,3,2,0,0,0,0,0,0,0,0
1,250.0,100.0,3,2,0,0,0,0,0,0,1,0
1,671.0,226.0,4,2,0,0,0,0,0,0,1,0
1,144.0,80.0,4,3,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,268.0,218.0,9,8,0,0,0,0,0,0,0,1
1,450.0,165.0,4,3,0,0,0,0,0,0,0,1
1,180.0,160.0,5,2,0,0,0,0,0,0,0,1
0,54.0,54.0,3,1,0,0,0,0,0,1,0,0
1,393.0,140.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
1,850.0,350.0,6,5,0,0,0,0,0,0,0,1
1,121.0,92.0,4,1,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,192.0,61.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,5000.0,200.0,4,2,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,550.0,314.0,4,4,0,0,1,0,0,0,0,0
0,50.0,50.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,5000.0,280.0,4,4,0,0,0,0,1,0,0,0
1,156.0,89.0,3,3,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,144.0,106.0,4,3,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,113.0,113.0,3,2,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,80.0,80.0,2,2,1,0,0,0,0,0,0,0
0,60.0,60.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,163.0,163.0,3,3,0,0,1,0,0,0,0,0
1,142.0,124.0,4,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,56.0,56.0,2,2,0,0,0,0,0,0,0,1
1,118.0,175.0,4,3,0,0,0,0,0,0,1,0
0,75.0,75.0,3,2,0,0,0,0,0,1,0,0
1,8509.0,190.0,3,2,0,0,0,1,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
1,219.0,162.0,3,2,0,1,0,0,0,0,0,0
1,212.0,100.0,4,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
0,63.0,63.0,2,2,0,0,0,0,0,0,1,0
0,179.17,179.17,2,2,0,0,1,0,0,0,0,0
1,128.0,120.0,3,2,0,0,0,0,0,0,0,0
0,80.0,80.0,3,2,0,0,0,0,0,1,0,0
0,93.0,93.0,3,2,0,0,0,0,0,1,0,0
1,5000.0,420.0,7,6,0,0,0,0,1,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,140.0,73.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,1
0,40.0,40.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,5,5,0,0,0,1,0,0,0,0
1,335.0,209.0,4,4,0,0,1,0,0,0,0,0
1,473.0,176.0,3,3,0,0,0,1,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,3,0,0,0,1,0,0,0,0
1,450.0,186.0,3,2,1,0,0,0,0,0,0,0
1,469.0,237.0,4,4,0,0,1,0,0,0,0,0
0,85.0,85.0,3,2,0,0,0,0,0,1,0,0
0,95.0,95.0,3,2,0,0,0,0,0,1,0,0
0,71.0,71.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
1,5135.0,650.0,6,5,0,0,0,0,1,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,1,0
1,200.0,60.0,3,1,0,1,0,0,0,0,0,0
1,416.0,240.0,5,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,5600.0,300.0,4,3,0,0,0,1,0,0,0,0
0,126.0,126.0,3,2,0,0,1,0,0,0,0,0
0,40.0,40.0,1,1,1,0,0,0,0,0,0,0
1,8005.0,120.0,4,2,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,94.0,82.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,150.0,150.0,3,2,0,0,0,0,0,0,0,0
1,433.0,135.0,4,3,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,83.0,83.0,2,2,0,0,0,0,0,0,0,1
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
1,128.0,76.0,2,1,0,0,0,0,0,0,1,0
1,123.0,76.0,4,2,1,0,0,0,0,0,0,0
1,300.0,200.0,4,4,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,115.0,115.0,3,2,1,0,0,0,0,0,0,0
1,850.0,279.0,3,3,0,0,0,1,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,1
0,45.0,45.0,3,1,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,40.0,40.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
1,240.0,125.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,1
0,22.0,22.0,1,1,0,0,0,0,0,0,0,0
1,70.0,54.0,4,1,1,0,0,0,0,0,0,0
0,123.0,123.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,55.0,55.0,3,1,0,0,0,0,0,0,0,0
1,150.0,76.0,3,2,0,0,0,0,0,1,0,0
1,72.0,72.0,2,1,0,0,0,1,0,0,0,0
0,91.3,91.3,3,2,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,50.0,50.0,2,1,0,1,0,0,0,0,0,0
1,478.0,223.0,5,3,0,0,1,0,0,0,0,0
0,90.0,90.0,2,2,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,37.0,37.0,1,1,0,0,0,0,0,0,0,0
1,70.0,62.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,150.0,100.0,3,2,0,0,0,0,0,0,1,0
1,68.0,50.67,2,1,0,0,0,1,0,0,0,0
1,1097.0,550.0,4,4,0,0,0,1,0,0,0,0
1,5000.0,120.0,3,2,0,0,0,0,1,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
1,725.0,275.0,5,3,0,0,1,0,0,0,0,0
1,248.0,120.0,2,1,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,5000.0,330.0,6,5,0,0,0,0,1,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,285.0,285.0,3,2,0,0,0,0,1,0,0,0
0,72.0,72.0,3,2,0,1,0,0,0,0,0,0
1,3235.0,350.0,6,6,0,0,0,1,0,0,0,0
0,53.0,53.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,175.0,140.0,5,3,1,0,0,0,0,0,0,0
1,80.0,160.0,4,2,0,1,0,0,0,0,0,0
1,300.0,140.0,4,3,0,0,0,0,0,0,0,1
0,90.0,90.0,2,2,0,0,1,0,0,0,0,0
1,120.0,60.0,3,1,0,0,0,0,0,1,0,0
1,220.0,135.0,5,4,0,0,1,0,0,0,0,0
0,148.0,148.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,1
0,78.69,78.69,2,2,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,78.0,78.0,2,2,0,0,1,0,0,0,0,0
0,70.0,70.0,3,2,0,0,0,0,0,0,0,0
1,374.0,280.0,9,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,51.0,51.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,94.86,94.86,1,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,104.0,112.0,4,3,1,0,0,0,0,0,0,0
1,245.0,100.0,4,2,0,0,0,0,1,0,0,0
0,50.0,50.0,2,1,1,0,0,0,0,0,0,0
1,173.0,103.0,4,2,0,0,0,0,0,1,0,0
0,59.0,59.0,2,1,0,0,0,0,0,0,0,0
1,1200.0,490.0,7,5,0,0,1,0,0,0,0,0
1,120.0,93.0,5,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,605.0,180.0,5,4,0,0,0,1,0,0,0,0
0,42.0,42.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,84.0,60.0,3,1,0,0,0,0,0,0,1,0
1,470.0,216.0,6,4,0,0,1,0,0,0,0,0
0,28.0,28.0,1,1,0,1,0,0,0,0,0,0
1,10000.0,90.0,3,2,0,0,0,0,1,0,0,0
1,160.0,115.0,4,2,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
1,840.0,270.0,5,1,0,0,1,0,0,0,0,0
0,31.0,31.0,1,1,0,0,0,0,0,0,0,0
0,49.0,49.0,2,2,0,0,0,0,0,0,0,1
1,5000.0,355.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,500.0,350.0,4,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,1,0,0,0,1,0,0,0,0
1,525.0,155.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
1,449.0,140.0,5,3,1,0,0,0,0,0,0,0
0,96.0,96.0,4,3,0,0,1,0,0,0,0,0
1,153.0,61.0,3,2,0,0,0,0,0,0,1,0
1,177.0,83.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,190.0,111.0,5,3,0,0,1,0,0,0,0,0
1,5000.0,355.0,6,4,0,0,0,1,0,0,0,0
0,162.0,162.0,3,3,0,0,1,0,0,0,0,0
0,29.0,29.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,31.0,31.0,1,1,0,1,0,0,0,0,0,0
1,138.0,86.0,3,3,0,0,0,0,1,0,0,0
0,268.68,268.68,3,4,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,100.0,100.0,3,2,0,0,1,0,0,0,0,0
0,100.0,100.0,2,1,1,0,0,0,0,0,0,0
0,45.0,45.0,1,1,0,0,0,0,0,1,0,0
0,94.86,94.86,1,2,0,0,1,0,0,0,0,0
0,34.0,34.0,1,1,0,0,0,0,0,0,0,0
0,124.0,124.0,4,3,0,0,1,0,0,0,0,0
1,90.0,80.0,4,2,0,1,0,0,0,0,0,0
1,62.0,88.0,3,2,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,150.0,80.0,3,1,0,0,0,0,0,0,0,1
1,10320.0,270.0,5,2,0,0,0,0,1,0,0,0
0,108.0,108.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,1
1,450.0,200.0,5,4,0,0,1,0,0,0,0,0
0,70.0,70.0,2,2,0,0,0,0,0,0,1,0
1,175.0,175.0,4,3,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
1,159.0,174.0,4,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,124.0,124.0,4,3,0,0,1,0,0,0,0,0
0,61.0,61.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,50.0,50.0,2,1,0,1,0,0,0,0,0,0
0,125.0,125.0,2,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
0,60.0,60.0,2,2,1,0,0,0,0,0,0,0
0,42.0,42.0,2,1,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,143.2,143.2,4,4,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,69.0,69.0,3,2,0,0,0,0,0,0,1,0
1,412.0,100.0,3,2,0,0,0,0,1,0,0,0
1,769.0,370.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,20000.0,670.0,6,6,0,0,0,1,0,0,0,0
0,148.0,148.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,4,3,0,0,1,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,1
1,164.0,140.0,5,3,0,0,0,0,0,1,0,0
0,36.0,36.0,1,1,0,0,0,0,0,0,0,0
0,114.0,114.0,3,2,0,0,1,0,0,0,0,0
1,320.0,91.0,4,1,0,0,0,0,0,0,1,0
0,64.0,64.0,2,3,0,0,1,0,0,0,0,0
0,53.0,53.0,2,2,0,0,0,0,0,0,0,0
1,185.0,220.0,6,5,0,0,0,0,0,0,0,0
0,31.0,31.0,3,2,0,0,1,0,0,0,0,0
0,65.0,65.0,2,2,0,0,0,0,0,0,0,0
0,45.0,45.0,1,1,0,0,1,0,0,0,0,0
0,76.0,76.0,3,2,0,0,0,0,0,1,0,0
0,60.0,60.0,2,1,0,0,0,0,0,0,0,0
0,89.98,89.98,3,2,0,0,0,0,0,0,0,0
0,46.0,46.0,2,1,0,0,0,0,0,0,0,0
0,84.0,84.0,2,2,1,0,0,0,0,0,0,0
1,190.0,130.0,4,2,0,0,0,0,0,0,1,0
1,350.0,100.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,1,0,0,0,0,0,1,0,0
0,60.0,60.0,3,1,0,1,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,75.0,62.0,3,2,0,0,0,0,1,0,0,0
1,5000.0,100.0,6,2,0,0,0,0,1,0,0,0
0,72.0,72.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
1,155.0,100.0,3,2,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
1,979.0,140.0,3,3,1,0,0,0,0,0,0,0
0,66.0,66.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,4,0,0,1,0,0,0,0,0
1,185.0,117.0,5,2,0,0,0,0,0,1,0,0
1,14412.0,862.0,8,6,0,0,0,0,0,1,0,0
1,280.0,45.0,2,1,0,0,0,0,0,0,0,1
1,5230.0,530.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,1
1,500.0,180.0,4,2,0,0,0,0,0,1,0,0
1,510.0,168.0,5,4,0,0,0,1,0,0,0,0
0,39.0,39.0,1,1,0,0,0,0,1,0,0,0
0,70.0,70.0,2,2,1,0,0,0,0,0,0,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
1,1136.0,373.0,6,6,0,0,0,1,0,0,0,0
1,5400.0,100.0,3,1,0,0,0,0,1,0,0,0
1,256.0,110.0,4,3,0,0,1,0,0,0,0,0
1,579.0,557.0,10,5,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
0,40.0,40.0,2,2,0,0,0,0,0,1,0,0
0,40.0,40.0,2,2,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,69.0,69.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,1,0,0,0,0,0,0
1,300.0,140.0,5,4,0,0,0,1,0,0,0,0
0,35.0,35.0,1,1,0,0,0,0,0,0,0,0
0,255.0,255.0,2,2,0,1,0,0,0,0,0,0
1,383.0,146.0,3,3,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,162.0,122.0,3,2,0,1,0,0,0,0,0,0
1,300.0,140.0,6,2,1,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
1,160.0,100.0,3,3,0,0,0,0,0,0,1,0
1,1000.0,310.0,5,3,0,0,0,0,0,0,1,0
1,95.0,70.0,3,1,0,1,0,0,0,0,0,0
1,1150.0,335.0,6,5,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,0,1,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,72.0,72.0,3,1,0,0,0,0,0,0,1,0
1,200.0,83.0,3,2,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,13700.0,243.0,4,5,0,0,0,0,1,0,0,0
1,550.0,110.0,4,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,100.0,100.0,3,2,0,0,1,0,0,0,0,0
1,328.0,98.0,4,1,0,0,0,0,0,0,1,0
1,115.0,105.0,3,3,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,143.0,126.0,4,3,0,0,1,0,0,0,0,0
1,251.0,152.0,4,3,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
1,636.0,300.0,8,3,0,0,1,0,0,0,0,0
0,79.0,79.0,3,2,0,0,0,0,0,1,0,0
0,30.0,30.0,1,1,0,0,1,0,0,0,0,0
1,180.0,120.0,5,2,0,0,0,0,0,1,0,0
1,450.0,140.0,3,2,0,0,0,0,0,1,0,0
0,83.0,83.0,3,2,0,0,0,0,0,0,0,0
1,200.0,120.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,2,3,0,0,1,0,0,0,0,0
0,40.0,40.0,2,1,0,0,0,0,0,0,0,0
0,595.0,595.0,3,5,0,0,0,1,0,0,0,0
0,190.0,190.0,4,4,0,0,1,0,0,0,0,0
1,129.0,49.0,3,1,0,0,0,0,0,1,0,0
1,400.0,300.0,10,10,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,53.0,53.0,2,1,0,0,0,0,0,0,0,0
1,200.0,140.0,6,2,0,1,0,0,0,0,0,0
0,50.0,50.0,2,2,0,0,0,0,0,0,0,0
1,690.0,189.0,4,2,1,0,0,0,0,0,0,0
0,140.0,140.0,3,2,0,0,1,0,0,0,0,0
1,140.0,85.0,4,3,0,0,0,0,0,1,0,0
0,38.0,38.0,1,1,0,0,0,0,0,0,0,0
0,92.0,92.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,70.0,70.0,3,2,0,0,0,0,0,0,0,0
0,100.0,100.0,3,2,0,0,1,0,0,0,0,0
1,600.0,140.0,3,2,1,0,0,0,0,0,0,0
1,245.0,105.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,56.0,56.0,2,2,0,0,0,0,0,0,0,0
1,7000.0,450.0,6,6,0,0,0,0,1,0,0,0
1,5034.0,312.0,6,5,0,0,0,0,1,0,0,0
1,700.0,200.0,5,2,0,0,0,0,0,1,0,0
1,410.0,160.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,85.0,85.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,750.0,380.0,6,5,0,0,1,0,0,0,0,0
0,39.0,39.0,2,1,0,0,0,0,0,0,0,0
1,320.0,140.0,3,4,0,0,1,0,0,0,0,0
1,1000.0,130.0,3,2,0,0,0,1,0,0,0,0
0,80.0,80.0,3,2,1,0,0,0,0,0,0,0
1,70.0,47.0,3,1,0,0,0,0,0,1,0,0
0,112.93,112.93,3,3,0,0,1,0,0,0,0,0
1,120.0,120.0,4,3,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,94.0,94.0,2,2,1,0,0,0,0,0,0,0
1,123.0,85.0,4,2,1,0,0,0,0,0,0,0
0,120.0,120.0,3,3,0,0,1,0,0,0,0,0
0,160.0,160.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
1,220.0,120.0,3,2,0,0,0,0,0,0,0,1
1,264.0,156.0,5,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,4,0,0,1,0,0,0,0,0
0,48.0,48.0,1,1,0,0,0,0,0,0,0,0
1,585.0,280.0,5,4,0,0,1,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,55.0,55.0,2,2,0,0,0,0,0,0,0,0
1,831.0,223.0,5,4,0,0,0,0,0,0,0,1
1,1390.0,740.0,6,6,0,0,1,0,0,0,0,0
1,267.0,174.0,4,3,0,0,1,0,0,0,0,0
1,128.0,112.0,4,3,0,0,0,0,0,0,0,1
0,62.0,62.0,2,1,0,0,0,0,0,0,0,0
1,576.0,300.0,7,5,1,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,100.0,60.0,4,1,0,0,0,0,0,1,0,0
0,50.0,50.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,65.0,65.0,3,2,0,0,0,0,0,0,0,0
0,45.0,45.0,3,1,0,0,0,0,0,0,0,1
1,5100.0,420.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
1,3600.0,260.0,4,2,0,0,0,1,0,0,0,0
0,64.0,64.0,3,1,0,0,0,0,0,0,0,0
1,144.0,80.0,5,1,0,0,0,0,0,0,1,0
1,139.0,88.0,3,2,0,1,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
1,488.0,177.0,3,2,1,0,0,0,0,0,0,0
1,480.0,140.0,5,4,0,0,0,0,0,0,1,0
0,38.0,38.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,45.0,45.0,2,1,0,0,0,0,0,1,0,0
1,86.0,48.0,2,1,0,0,0,0,0,0,1,0
0,62.0,62.0,2,2,0,1,0,0,0,0,0,0
1,1080.0,400.0,5,5,0,0,0,1,0,0,0,0
1,250.0,110.0,3,3,0,1,0,0,0,0,0,0
0,25.5,25.5,1,1,0,0,0,0,0,0,0,0
1,90.0,78.0,4,3,0,0,0,0,1,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,54.0,54.0,1,1,1,0,0,0,0,0,0,0
0,69.0,69.0,2,2,0,0,0,0,0,0,0,0
0,162.0,162.0,3,2,0,0,1,0,0,0,0,0
0,45.0,45.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,40.96,40.96,1,1,0,0,1,0,0,0,0,0
0,64.0,64.0,3,4,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
1,400.0,236.0,4,2,0,0,0,0,0,0,0,1
0,40.0,40.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
1,228.0,87.0,3,2,0,0,0,0,1,0,0,0
0,64.0,64.0,4,3,0,0,1,0,0,0,0,0
0,45.0,45.0,2,1,0,0,0,0,0,0,0,1
1,120.0,71.0,3,2,0,0,0,0,0,0,1,0
1,5000.0,280.0,5,4,0,0,0,0,1,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,149.0,60.0,3,2,0,0,0,0,0,0,1,0
1,3700.0,600.0,5,6,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,257.0,90.0,3,1,1,0,0,0,0,0,0,0
0,97.0,97.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,1,0
1,5000.0,640.0,5,5,0,0,0,1,0,0,0,0
0,140.0,140.0,4,4,0,0,1,0,0,0,0,0
0,38.0,38.0,1,1,0,0,0,0,0,0,0,1
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,500.0,224.0,5,5,0,0,0,0,0,0,1,0
1,175.0,90.0,3,2,0,0,0,0,0,0,1,0
1,300.0,165.0,4,4,1,0,0,0,0,0,0,0
